Kanda/Book,Sarga/Chapter,Shloka/Verse Number,English Translation
Kishkindha Kanda,35,1,"Tara with her visage that shines like the Lord of Stars, namely the Moon, then spoke to the son of queen Sumitra, namely Lakshmana, who while he is speaking is as though blazing with his own resplendence."
Kishkindha Kanda,35,2,"""Let not this king of monkeys be addressed in this way, oh, Lakshmana, and he is not warranted to listen such tongue-lashing, especially from your tongue."
Kishkindha Kanda,35,3,"""Sugreeva is not an unthankful one, oh, brave Lakshmana, a treacherous one - no; a flagitious one - no; an utterer of untruth - no; a duplicitous one, no, this king of monkeys is not even that."
Kishkindha Kanda,35,4,"""Although he is a monkey this Sugreeva has not dismissed from his mind even the favour Rama has done in his respect, oh, valiant Lakshmana, which in combat is impractical for others."
Kishkindha Kanda,35,5,"""By the beneficence of Rama, oh, the enemy-scorcher Lakshmana, now Sugreeva is privileged with reputation, everlasting kingship of monkeys, more so with Ruma and me as well."
Kishkindha Kanda,35,6,"""Hitherto he has tolerated high anguish and on the attainment of this high comfort of kingship he has not oriented himself to the time-oriented actions as with saint Vishvamitra."
Kishkindha Kanda,35,7,"""Oh, Lakshmana, that great-sage Vishvamitra clinging together with Ghritaachi, an angelic apsara, for a period of ten years, forsooth that virtue-souled sage regarded that period as one day."
Kishkindha Kanda,35,8,"""When he who is a best one among the time-knowers, that great-resplendent Sage Vishvamitra himself is not privy to the occasioned time for a good many years, why talking about a commoner again."
Kishkindha Kanda,35,9,"""He who is overwrought and now undergoing natural bodily appetites, oh, Lakshmana, and who is overtired as he is absolutely discontent in the concupiscence, such as Sugreeva is, it will be apt of Rama to bear with him for a while."
Kishkindha Kanda,35,10,"""Without knowing realities, oh, young man Lakshmana, it will be extraneous of you to hastily enter into the control of your rancour like a commoner."
Kishkindha Kanda,35,11,"""Men of your kind having conscientiousness, oh, best one among men, do not hurriedly rush in and get clutched by their own rancour, unconscionably."
Kishkindha Kanda,35,12,"""I beg for your grace, oh, virtue-knower, in the interest of Sugreeva with all my equability, and you may dispel this clangour upshot in high dudgeon of yours."
Kishkindha Kanda,35,13,"""In the honour of Rama, Sugreeva will disown his wife Ruma, even me, even Angada, why us, he will disown whole kingdom with its riches, food grains, livestock and whatnot, as I can infer."
Kishkindha Kanda,35,14,"""On eliminating that worst demon Ravana, Sugreeva can bring Seetha together with Raghava, as with the coalescing of star Rohini with the Moon."
Kishkindha Kanda,35,15,"""It is said that the demons in Lanka are a trillion, plus thirty-six thousands of units of military, where one unit consists of a ten-thousand warriors, and hundreds and thousands of other demons are there, thus they say."
Kishkindha Kanda,35,16,"""Without eliminating those unassailable and guise changing demons, it is impracticable to eliminate him who has abducted Maithili, namely Ravana."
Kishkindha Kanda,35,17,"""Oh, Lakshmana, it is impossible to kill those demons, or that Ravana, the evil-doer and abductor of Seetha, without any assistance, more so to Sugreeva..."
Kishkindha Kanda,35,18,"""This way Vali was saying and that king of monkeys is well-informed in these aspects, isn't it! But how Ravana mustered up these many troops is unclear to me, and I am saying what I heard from Vali."
Kishkindha Kanda,35,19,"""Intending that assistance to you in war, best monkeys are hastened in all directions, to muster up very many best of the best monkeys."
Kishkindha Kanda,35,20,"""Determined to achieve the objective of Raghava this king of monkeys Sugreeva has not bestirred himself while awaiting the return of those venturesome and very great mighty monkey-warriors who are sent out."
Kishkindha Kanda,35,21,"""According to the well-organised groundwork earlier made by Sugreeva, oh, Saumitri, all of those great-mighty monkeys have to arrive here today itself."
Kishkindha Kanda,35,22,"""Only today millions and millions of bears and hundredfold millions of baboons, and innumerable monkeys who by their own flare are like firebrands will arrive in your fore, oh, Lakshmana, thereby, oh, the enemy-repressor, therefore rebut your rage."
Kishkindha Kanda,35,23,"""On staring at this angry face of yours, and on gazing at the angrily bloodshot eyes of yours, unsecured is the peace to the females of monkeys chief, and with the fear caused at first by Vali's elimination we are all indeed premonished about such a happening in respect of Sugreeva too."
Kishkindha Kanda,36,1,"In that way when Tara has submissively argued with words containing probity, Saumitri gave assent to her perspective as he is soft by his nature."
Kishkindha Kanda,36,2,"And when Lakshmana conceded to that argument of Tara, Sugreeva, the king of monkey-troops, got rid of his highly intense scare of Lakshmana, like the riddance of a dampened cloth."
Kishkindha Kanda,36,3,"Sugreeva, the king of vanara-s, then ripped apart the superb garland which is so far enwreathing his neck, and which has several strands according several gratifications, and he also became sober as though the insobriety is ripped from his mind."
Kishkindha Kanda,36,4,"Sugreeva who is the most powerful one among all vanara-s, then placatingly spoke this humble sentence to Lakshmana, whose prowess is most formidable."
Kishkindha Kanda,36,5,"""My prosperity, prominence and this perpetual kingdom of monkeys are once mislaid, but oh, Soumitri, I regained all this just by the beneficence of Rama."
Kishkindha Kanda,36,6,"""Who is capable of requiting Rama, oh, prince Lakshmana, even by a fraction of that kind of inestimable help taken from him, as that lord is renowned by actions particular to himself, like daring and eliminating Vali."
Kishkindha Kanda,36,6,"""Who is capable of repudiating such a lordly Rama, even by a fraction of one's own bravery, unless he is prepared to tread that kind of path on which Vali has gone."
Kishkindha Kanda,36,7,"""Virtue-souled Raghava reacquires Seetha, and even exterminates Ravana by himself with his own resplendence, while I and my assistance remain only in name."
Kishkindha Kanda,36,8,"""Basically, why some measures of succour need be extended to him who has ripped seven gigantic-trees, a mountain, and even the earth, all just with one arrow!"
Kishkindha Kanda,36,9,"""He who outstretches his bow with a clangour by which the earth with its mountains quakes, oh, Lakshmana, to him these aides are really of what aid, indeed!"
Kishkindha Kanda,36,10,"""Lakshmana, I just can tread behind that king of people, Rama, on his charging to eliminate enemy Ravana along with all of his vanguards, that's all."
Kishkindha Kanda,36,11,"""If I have overstepped either in faith or friendliness, in the least, that may be pardoned for I am an attendant of yours. By the way, none is unoffending."
Kishkindha Kanda,36,12,"Lakshmana is pleased with that great-souled Sugreeva who is speaking thus, and said this he said to him, indeed, in friendliness."
Kishkindha Kanda,36,13,"""In anyway, my brother indeed has a defender with him, oh, king of vanara-s Sugreeva, especially you, who are a defender of your own word and a deferential one towards Rama."
Kishkindha Kanda,36,14,"""With this kind of preponderance and plainness you possess, Sugreeva, you are the only merited one to enjoy this unexcelled kingdom of monkeys."
Kishkindha Kanda,36,15,"""Before long, Sugreeva, dauntless Rama will be eliminating enemies in a war with you as his supporter, there is no doubt about it."
Kishkindha Kanda,36,16,"""You are the knower of virtuousness and gratefulness and you do not retreat from battlegrounds, or, on your own word, thus what you have said is conclusive as well as coherent."
Kishkindha Kanda,36,17,"""Even though one has capability to know his own lapse and speak it up, oh, ablest among Vanara-s, who is he that behoves outspokenly, excepting my elder brother and you."
Kishkindha Kanda,36,18,"""You are a coequal to Rama by your valour and vigour and oh, best one among monkeys, gods have given you after a long time."
Kishkindha Kanda,36,19,"""However, you quickly start from here along with me, oh, brave one, and embolden your friend who is anguishing in the despoilment of his wife."
Kishkindha Kanda,36,20,"""Oh, friend, on hearing that which querulously spoken by Rama, who is downhearted in his anguish, I too reflexively spoke bitter-words to you, and thus whatever I spoke that may be pardoned."
Kishkindha Kanda,37,1,"When the great-souled Lakshmana spoke to Sugreeva in this way, Sugreeva spoke this word to Hanuma who is available at his side."
Kishkindha Kanda,37,2,"""Convoke the Vaanara-s available on the summits of these five mountains, namely Mt. Mahendra, Mt. Himalaya, Mt. Vindhya, and Mt. Kailash and those that are on the whitish peak of Mt. Mandara. As well as those that are on the mountains at seashore, udaya adri, namely 'sunrise-mountain,' which mountains will always be dazzling with the tinge of youthful sun. And them that are on the mountains which shine in the ochry hue of evening clouds, asta adri, namely 'sunset-mountain' and which mountains are situated at the Palace of Sun. And the catastrophic monkey chiefs that are abiding in the palm groves of Mt. Padma. Also thus, the fly-jumpers who are similar to black-mascara and black-clouds in their shine, and who match elephants in their vigour, and who live on Mt. Anjana, they too are to be convened. Those fly-jumpers whose complexion will be golden and dwell in the caves of Great-Mountain, besides those who are on the mountainsides of Mt. Meru, and those biding on the Black-Red mountain, along with those topmost speeded fly-jumpers living on Mt. Great-Ochre swilling palm-toddy, these are to be summoned. Further, the vanara-s who will be in the tinge of rising sun and who dwell in the highly delightful, richly fragrant and lofty woodlands that are surrounded with the delightful hermitages of sages are to be summoned. Along with them, the vanara-s who are in the interiors of forests, they are also to be called for. Why citing a few? Those and those monkeys that are on the earth, all of them are to be assembled. Oh, Hanuma, you quickly summon all of the topmost speeded vanara-s by employing concessions, conciliations and the like procedures. [4-37-2, 3, 4, 5, 6, 7, 8, 9]"
Kishkindha Kanda,37,10,"""In the first instance highly speedy vanara-s are hastened at my commanded, however, you hasten some more monkey chiefs for the purpose of hastening them."
Kishkindha Kanda,37,11,"""Those that are entangled with creature comforts, and those that are stringy dawdlers, you quickly lead all of those monkey chiefs in here."
Kishkindha Kanda,37,12,"""And such of those vanara-s that do not arrive within ten days by my command, those miscreants are eliminable as the abusers of king's decree."
Kishkindha Kanda,37,13,"""Let all the lionly monkeys available on earth that abide by my control start coming to this place in hundreds, thousands, even in millions, by my command."
Kishkindha Kanda,37,4,"""The champions of monkeys with ghastly aspects and similar in shine with the mountains and clouds shall start coming here by my command, fly-jumping as though to overcast the sky."
Kishkindha Kanda,37,15,"""Let those vanara-s who know the routes to the dwelling places of other monkeys expeditiously proceed on quick-routes, and gather all of the monkeys available on earth at my command."" Sugreeva ordered Hanuma that way."
Kishkindha Kanda,37,16,"On hearing the order of Sugreeva, the king of vanara-s, Hanuma, the son of Air-god has started to dispatch valorous monkeys in all directions."
Kishkindha Kanda,37,17,"In a split-second, the vanara-s that are sent by the king of vanara-s have skyrocketed to the airways of birds and stars on their way, and indeed reached the vault of heaven, which was once trodden by Vishnu."
Kishkindha Kanda,37,18,"After skyrocketing those monkeys have reached the monkeys that are living at seashores and islands, in the caves and crags of mountains, and at lakeshores and their surrounds, and motivated all of the monkeys available there towards the cause of Rama."
Kishkindha Kanda,37,19,"On hearing that command of the king of kings of Vanara-s, Sugreeva, who is semblable with the Death-god and Time-god, all of the monkeys have arrived with the terror of Sugreeva haunting them."
Kishkindha Kanda,37,20,"Then thirty million fly-jumpers whose swiftness is inconceivable, and whose shine is like that of black-mascara have sallied forth from mountain Anjana to there where Raghava is camping, i.e., Mt. Prasravana."
Kishkindha Kanda,37,21,"Hundred million monkeys who take delight on the best mountain where the sun goes into dusk, namely the westerly mountains, asta adri, and whose hue is similar to the refined gold, for dusk has a golden hue, have jumped in."
Kishkindha Kanda,37,22,"Vanara-s who are in the hue of lion's mane have turned up in thousand crores, say hundred billion, from the pinnacles of Mt. Kailash."
Kishkindha Kanda,37,23,"Those that are sheltered on Himalayas subsisting on fruits and tubers have arrived in a thousand of thousand crores, say a trillion."
Kishkindha Kanda,37,24,"Millions and millions of Vanara-s whose looks and deeds are gruesome, and who equal the planet Mars in their crimson-flush, as they dwell on the hotbeds of Mt. Vindhya, have swiftly alighted from Mt. Vindhya."
Kishkindha Kanda,37,25,"The count of those vanara-s who are basically domiciled at the coasts of milky ocean, the residents of Tamala woodlands, and those who feed on coconuts dwelling in coconut groves, and who have presently come from those places is uncountable."
Kishkindha Kanda,37,26,"That highly forceful military force of vanara-s has arrived from forests, caverns and riversides with their leaping and bounding on the sky blocking up the sun as if they have gulped him down."
Kishkindha Kanda,37,27,"The Vanara-s who went from Kishkindha to hasten up all the other monkeys of all quarters, those champions have reached Himalayan Mountains and saw exceptional trees on them."
Kishkindha Kanda,37,28,"On that best and auspicious mountain, once a glorious Vedic-ritual intending God Shiva took place, which pleased the hearts of all gods."
Kishkindha Kanda,37,29,"There the vanara-s have seen luscious tubers and fruits similar to nectar, which have originated from the oblational food material spattered in the Vedic-ritual for Shiva."
Kishkindha Kanda,37,30,"If one eats for one time, a little of those divine and heart-pleasing fruits and tubers that have taken their origin from that oblational food material, he remains satiated for a month."
Kishkindha Kanda,37,31,"The best monkeys that are fruit-eaters have collected those divine fruits, tubers, and even the divine medicinal herbs."
Kishkindha Kanda,37,32,"On going to the cardinal ground of Vedic-ritual which was performed once, those vanara-s fetched highly fragrant flowers in order to please Sugreeva."
Kishkindha Kanda,37,33,"On motivating all of the monkeys on earth, all those best monkeys who proceeded to forgather other monkeys, quickly returned to Kishkindha ahead of the forgathered troops of monkeys."
Kishkindha Kanda,37,34,"Those quick paced monkeys quickly reached Kishkindha just at that moment when Lakshmana is still with Sugreeva, and those monkeys arrived at that place where Sugreeva is available along with Lakshmana."
Kishkindha Kanda,37,35,"Taking the medicinal herbs, fruits, and tubers along with them, all of those Vaanaras obliged Sugreeva to accept fruits, tubers and herbs as royal gifts, and they also spoke this word to Sugreeva."
Kishkindha Kanda,37,36,"""We have rounded up all the mountains, rivers, and forests even, and all of the Vanara-s available on earth are fetched to your fore according to your command."" Thus the monkeys said to Sugreeva."
Kishkindha Kanda,37,37,On listening these words then the king of fly-jumpers Sugreeva is gladdened and accepted the gifts brought from Himalayas from all of them.
Kishkindha Kanda,38,1,"On receiving all those gifts brought in by the Vanara-s from Himalayas, Sugreeva dispersed them all with approbation."
Kishkindha Kanda,38,2,"On dispersing thousands of monkeys who have effectuated their errand of summoning all monkeys on the earth, Sugreeva deemed that his own aspirations and as well as those of that great-mighty Rama are achieved."
Kishkindha Kanda,38,3,"Gladdening Sugreeva who is indomitably mighty and the indomitable one among all vanara-s, Lakshmana spoke these courteous words to him, ""oh, gentle one, if it please you, make an exit from Kishkindha."" [4-38-3, 4a]"
Kishkindha Kanda,38,4,"On hearing the courteous words of Lakshmana Sugreeva is extremely pleased and he indeed spoke this sentence to him, ""So be it. Let us go. I remain biddable in your command."" [4-38-4b, 5]"
Kishkindha Kanda,38,6,"Sugreeva speaking thus to Lakshmana, whose person itself is auspicious, then bade adieu to Lady Tara and the other female vanara-s."
Kishkindha Kanda,38,7,"Sugreeva shouted sharply saying, ""come here,"" at the best monkey-adjutants and on hearing his call all of those monkeys that are spared to see the ladies of palace chambers have come there swiftly with their palms adjoined in supplication."
Kishkindha Kanda,38,7,"Then the king Sugreeva whose refulgence is kindred to that of sun has said to those vanara-s that have arrived there, ""oh, vanara-s, immediately position my palanquin before me."" [4-38-8b, 9a]"
Kishkindha Kanda,38,8,"On hearing his words those monkeys who are the adept ones in their agility right away brought an exquisite palanquin and readily started to position it at his nearby. [4-38-9b, 10a]"
Kishkindha Kanda,38,9,"And on seeing palanquin positioned at his nearby the king of monkeys Sugreeva said to Saumitri, ""you mount it, Lakshmana, be quick."" [4-38-10b, 11a]"
Kishkindha Kanda,38,10,"Saying so Sugreeva got into that golden carriage which in shine is like the sun and which has many monkey-carriers along with Lakshmana. [4-38-11b, 12a]"
Kishkindha Kanda,38,11,"Sugreeva who achieved the kingdom of unexcelled magnificence has started out that magnificently to the high extolment of panegyrists, while a white royal-parasol spread overhead the palanquin, white fur-fans fanning him from all over, and while conch-shells are blowing loud and drums are drumming high. [4-38-12b, 13, 14a]"
Kishkindha Kanda,38,12,"Sugreeva travelled thus surrounded with many hundreds of vanara-s, who look confrontational and who wielded weapons, to the place where Rama is staying. [4-38-14b, 15a]"
Kishkindha Kanda,38,13,"On reaching the province where Rama is staying in all his adoration to that place, the great-resplendent Sugreeva descended the palanquin along with Lakshmana. [4-38-15b, 16a]"
Kishkindha Kanda,38,14,"When Sugreeva reached Rama he stood still with adjoined-palms, and when he remained still with palm-fold all the other monkeys stood still with palm-fold. [4-38-16b, 17a]"
Kishkindha Kanda,38,15,"Rama became exultant of Sugreeva on seeing the massive army of Vanara-s which is just like a vast lake plethoric with buds of lotuses. [4-38-17b, 18a]"
Kishkindha Kanda,38,16,"Raghava raised and tightly hugged the king of monkeys Sugreeva, who has prostrated himself with his head touching the feet of Rama, with care and credit. [4-38-18b, 19a]"
Kishkindha Kanda,38,17,"After hugging Sugreeva that virtue-souled Rama then said to him, ""be seated."" Then on seeing Sugreeva who took seat on ground Rama spoke to him. [4-38-19b, 20a]"
Kishkindha Kanda,38,18,"""He alone is the king, oh, valiant Sugreeva, who always divides time for devoting himself to probity, prosperity and pleasure-seeking. [4-38-20b, 21a]"
Kishkindha Kanda,38,19,"""If one devotes himself to pleasure-seeking alone, casting off the probity and like that the prosperity also, he is like the one who slept on a treetop who awakens only after falling down. [4-38-21b, 22a]"
Kishkindha Kanda,38,20,"""And the king who is bound up in eliminating unfriendly ones and bound up with forgathering friends, he will be enjoined with righteousness, and he even becomes the real enjoyer of the fruit of threefold virtues, namely dharma, artha, kaama - probity, prosperity and pleasures. [4-38-22b, 23a]"
Kishkindha Kanda,38,21,"""Oh, enemy-eliminator, time for endeavour has come, oh, king of monkeys, let this be discussed along with your monkey-ministers."" Thus Rama spoke to Sugreeva. [4-38-23b, 24a]"
Kishkindha Kanda,38,22,"When Rama addressed him in this way, Sugreeva said these words to Rama, ""oh, dextrous Rama, by your beneficence I have repossessed prosperity, popularity and this everlasting kingdom of monkeys which are actually mislaid. [4-38-24b, 25]"
Kishkindha Kanda,38,26,"""Oh, god, by your and your brother's benevolence alone I regained what I lost, oh, victorious one among victors, and he who does not requite the favour that has been done for him will become the vitiator of probity among men."
Kishkindha Kanda,38,27,"""These are the hundreds of vanara chiefs, oh, enemy-subjugator, who have just returned on forgathering all of the forceful vanara-s on earth."
Kishkindha Kanda,38,25,"""Oh, Raghava, the legatee of Raghu, those vanara-s with dreadful appearance, and who are the experts in permeating the impenetrable forests, woodlands and impassable mountains are coming. And the bears, monkeys and brave baboons who are the children of gods and gandharva-s, and who change their guise just by their wish are halfway through on their path duly fenced round with one's own forces. [4-38-28, 29]"
Kishkindha Kanda,38,26,"""Oh, king, some of the fly-jumpers that are arriving are with a hundred-legion, some with a hundred-thousand legion, and even some with millions of legions, while the some are on the way with specific legions like aayuta-s, shanku-s. And oh, valiant one Rama, some with legions of arbuda-s, and some with hundreds of arbuda-s, some with madhya-s, and some with antaH-s are coming. Some more are coming with samudra-s and some with paraardha-s legions of monkeys. Oh, enemy-flamer Rama, the legions of monkeys along with their monkey commanders who are viable to Mahendra in valour, and who compare with massive clouds and mountains, and who domiciled on Mt. Meru and Mt. Vindhya will be coming in your service. [4-38-30, 31, 32]"
Kishkindha Kanda,38,33,"""Those vanara-s who are combative in wars, and those who can fetch Maithili on eliminating Ravana in war, will be approaching you soon."" Thus Sugreeva informed Rama."
Kishkindha Kanda,38,34,"Then on seeing the perfect effort made by the prominent one among all monkeys, Sugreeva, who is operating under his control, the eyes of valorous prince Rama are widened in jubilance, like the well-bloomed blue-lotuses."
Kishkindha Kanda,39,1,"Rama, the best proponent of probity, happily embraced Sugreeva with both of his arms and replied him who is speaking in this way suppliantly adjoining palms at Rama."
Kishkindha Kanda,39,2,"""There is no wonder, oh, enemy-flamer, if Indra gives rain, or if that thousand-rayed sun makes the sky undark, or if the moon makes night shiny with his moonshine, so also oh, gentle one, if a true-friend of your kind gladdens his indigent-friend, there is no wonder. [3-39-2, 3]"
Kishkindha Kanda,39,4,"""In this way, oh, nice Sugreeva, that helpful nature which is decorously prevailing in you, ushering you for organising the worthwhile, will not be a wonder but natural. I am aware that you have always been the exponent of affability."
Kishkindha Kanda,39,5,"""With you as the helmsman, oh, friend, I will be triumphing over all the enemies, and you alone are worthy to proffer a helping hand to me as a good-hearted friend of mine."
Kishkindha Kanda,39,6,"""That knavish demon Ravana deceitfully carried off Vaidehi for his own extinction, as demon Anuhlaada carried off Sachi Devi, the daughter of Puloma."
Kishkindha Kanda,39,7,"""As soon as possible I wish to eliminate that Ravana with sharp arrows, as has been done by the enemy slyer Indra when he eliminated the insolent father of Sachi Devi, namely Puloma."" Thus Rama is about to tell other things to Sugreeva, but..."
Kishkindha Kanda,39,8,In the meanwhile dust started to overcast the sky covering the intensely scorching radiation of the sun.
Kishkindha Kanda,39,9,"Stained with that darkness the directions are confounded, and the entire earth together with its mountains, woods, and forests has wobbled."
Kishkindha Kanda,39,9,"In a split-second the entire ground is then enshrouded with incalculable fly-jumpers whose size is mountainous, fangs excruciating, and might abnormal, and each monkey commander is surrounded with hundreds of millions of legions of monkeys, who by their wish can change of their guise, and these monkeys of amazing strength have come crashing war-whoops as clouds letting out thunders while they are on their way from their habitation like riversides, seashores, mountains, and some other monkeys have come from forests as they are forest dwellers, and in the vast of masses their complexion alone remained as an identity to their habitation, like the stripe of tender-sun of some monkeys is marking them from the place of rising sun, moon-white body colour of some more telling that they are from the place of nightly moon, and the colour of skin looking like lotus-fibrils of many more indicates that they are from fertile watery lands, and the snow-white complexion of yet some more indicates that the dwelling place of those monkeys is Mt. Meru. [3-39-10, 11, 12, 13]"
Kishkindha Kanda,39,14,"In the meantime the arrival of a distinguished and valorous vanara named Shatabali, hemmed in with ten thousand crores of vanara-s, came into the view of Rama and others."
Kishkindha Kanda,39,15,"Sushena, the father of Lady Tara, a valorous one with the sheen of golden mountain then appeared with very many thousands of crores of vanara-s."
Kishkindha Kanda,39,16,"Like that the most efficient vanara-chief Taara, the father of Ruma and Sugreeva's father-in-law, turned up with another thousand crores of vanara-s following him."
Kishkindha Kanda,39,17,"Honourable Kesari, the father of Hanuma, with his bodily gleam like that of the fibrils of lotuses and visage glittering in the gleam of nascent sun, and who is an intellectual, graceful and prominent vanara among all the vanara-s, then came into view associated with thousands and thousands of armies of vanara-s."
Kishkindha Kanda,39,19,"Gavaaksha, the formidably adventurous sovereign of baboons is then seen encircled by a thousand crore vanara-s."
Kishkindha Kanda,39,20,"Dhuumra, the enemy destroyer, marched to the fore of Rama and others surrounded with two thousand crores of bears which have frightful fastness."
Kishkindha Kanda,39,21,The highly valorous commander named Panasa has then arrived attended by a three crore legion of horrendous vanara-s who are beaming forth like gigantic mountains.
Kishkindha Kanda,39,22,Commander Niila has then come into view with his colossal and blackish mascara mound-like body encircled by ten crores of vanara-s that are selfsame to their leader.
Kishkindha Kanda,39,23,Then the great-mighty commander named Gavaya whose bodily sheen is like that of a golden mountain has come forth surrounded by five crores of vanara-s.
Kishkindha Kanda,39,24,"Dariimukha, the mighty commander then came along with a thousand crore vanara-s and he stayed nearby Sugreeva drawing nigh of him."
Kishkindha Kanda,39,25,"Both Mainda and Dvivida, the great-mighty sons Ashvini-twin gods have then appeared, each with a thousand crore vanara-s."
Kishkindha Kanda,39,26,"The mighty, braving and highly resplendent Gaja came forth to the near of Sugreeva encompassed by three crores of vanara-s."
Kishkindha Kanda,39,27,A great resplendent one who is renowned by his name Jambavanta has then come with a brigade of ten crore bears spreading around him and stood firm under the control of Sugreeva.
Kishkindha Kanda,39,28,A blaze-like mighty vanara named Rumana came swiftly surrounded with a hundred crore legion of vanara-s who are highly venturesome.
Kishkindha Kanda,39,29,Gandhamaadana has then arrived while ten thousand crores and hundred thousand crores of monkeys are following him at his behind.
Kishkindha Kanda,39,30,"Angada, the crown prince of Kishkindha, who matches his father Vali in valour has then turned up with a thousand padma legions and a hundred shanku legions of vanara-s."
Kishkindha Kanda,39,31,"Tara, the vanara-commander, whose sparkle is as that of stars and whose valour is remarkable then appeared at a distance with five crore monkeys."
Kishkindha Kanda,39,32,"Indrajaanu, the brave monkey commander who is the chief of eleven crores of monkeys has appeared then encompassed by selfsame vanara troopers."
Kishkindha Kanda,39,33,Rambha whose bodily glow is like that of tender-sun has then come forth fenced in a thousand plus a hundred of aayuta-s of vanara legions.
Kishkindha Kanda,39,34,A braving and powerful legion commander of vanara-s named Durmukha has then appeared encompassed with two crores of vanara-s.
Kishkindha Kanda,39,35,Then Hanuma appeared with a thousand crore vanara-s encompassing him who in shape are like the summits of Mt. Kailash and whose bravery is formidable.
Kishkindha Kanda,39,36,"Highly vigorous Nala has also arrived while he is surrounded with a hundred crore one thousand and one hundred monkeys, the dwellers on trees."
Kishkindha Kanda,39,37,"Dadhimukha, the salutary vanara-chief then arrived at the near of that great-souled Sugreeva encircled by a ten crore vanara-s who are all blaring highly."
Kishkindha Kanda,39,33,"Sharabha, Kumuda, Vahni, also even Ramha, these and many other vanara-s have come who by their wish are the guise-changers. And many of those other commanders who have presented themselves along with their troops, overspreading the earth inclusive of its mountains and forests, their count is unknown. [3-39-38, 39]"
Kishkindha Kanda,39,40,"All those fly-jumpers arrived by swinging, flying and thundering, and all of the monkeys on earth have arrived thus, presented themselves and settled down around Sugreeva as if a number of clouds are cramming the sun."
Kishkindha Kanda,39,41,"While arriving those monkeys made many a hue and cry of war, and those outstanding monkeys who are armed with a pair of their own arms have informed the vanara king Sugreeva about their arrival by tilting up their heads as in roll-call or in headcount."
Kishkindha Kanda,39,42,"As befitting to them the other vanara leaders have come together to meet Sugreeva, and on their meeting with Sugreeva then they stayed behind with their palms adjoined."
Kishkindha Kanda,39,43,"Then Sugreeva, the knower of rectitude, promptly informed about all of those paramount monkeys to Rama as to who is who, and staying with folded palms he addressed the forgathered monkey chiefs."
Kishkindha Kanda,39,44,"""Oh, chiefs of vanara-s, on procedurally camping your forces everywhere on mountains, at riversides, and in forests according their comfort, the knower of absolute force, Rama, expects to inspect them to infer the forcefulness of your forces."
Kishkindha Kanda,40,1,"The lord of fly-jumpers, king Sugreeva, who by now is replete with every means, then spoke to the tigerly-man and the vanquisher of enemy's might, Rama."
Kishkindha Kanda,40,2,"""The mighty vanara chiefs who are guise-changers by their wish and who in sheen are like Mahendra, and who dwell in my province have arrived and they are properly encamped too."
Kishkindha Kanda,40,3,"""Those ghastly vanara-chiefs who are a match to the monsters and ogres have arrived with these diversely triumphant, terribly victorious and mighty vanara-soldiers."
Kishkindha Kanda,40,4,"""Oh, Rama, these vanara-s are acclaimed for undertaking impossible deeds, and they will accomplish whatever task they have undertaken. They are powerful ones who have overcome weariness. They are renowned for their confrontation and noteworthy in their manoeuvres. These who are the dwellers on diverse mountains can travel either on earth or on water. Such as they are these vanara-s have come in millionfold as your servants. [4-40-4, 5]"
Kishkindha Kanda,40,6,"""All of them will conduct themselves in orderliness and all abide by the welfare of their king, and oh, Rama, the enemy-repressor, they will be able to discharge whatever task entrusted to them at your discretion."
Kishkindha Kanda,40,7,"""Such of those ghastly vanara-chiefs who are a match to the monsters and ogres have arrived with these diversely triumphant, terribly victorious and mighty vanara-soldiers."
Kishkindha Kanda,40,8,"""Oh, the manly-tiger Rama, whichever you think fit and seasonable that may be said. It will be apt of you to give orders to this vanara force since this has joined up under your command."
Kishkindha Kanda,40,9,"""In fact, this task of yours is known to me in its nature. Even then, it will be apt of you to give them orders as befitting."" Thus Sugreeva spoke to Rama."
Kishkindha Kanda,40,10,"While Sugreeva is speaking thus, Rama the son of Dasharatha heartily hugged him with both of his arms and said this word to him."
Kishkindha Kanda,40,11,"""Oh, gracious Sugreeva, whether Vaidehi is alive or not - it shall be known. Likewise, oh, well-informed one that place in which Ravana dwells - it is to be determined, at the outset."
Kishkindha Kanda,40,12,"""Only on knowing about Vaidehi, also about the dwelling place of Ravana, I will order for the timely action at that time, that too, after deliberating with you."
Kishkindha Kanda,40,13,"""Oh, chief of vanara-s, I am not the master of this task, nor Lakshmana is, but you, oh king of fly-jumpers, are the catalyst and master of this task of searching Seetha."
Kishkindha Kanda,40,14,"""Oh, lord of vanara-s, you alone have to give orders for the right determination of my task, and what my task is, oh, valiant one, you are fully aware of it, isn't it. And it is inoffensive of you to issue orders in this regard."
Kishkindha Kanda,40,15,"""You are a kind-hearted one. To me you are the second-best one, first being Lakshmana. More so, you are a valorous vanara, an intellectual, a knower of the scope of the time and you joined forces with us in our welfare, a partner and a patron of ours, and the best one among all those who are aware of our intentions."" Thus Rama said to Sugreeva."
Kishkindha Kanda,40,15,"When Rama said so, Sugreeva spoke in the presence of Rama and the observant Lakshmana, to a mightiest chief of fly-jumpers, named Vinata, who is a commander of vanara army, who is like a mountain in his sheen and who thunders like a cloud. [4-40-16, 17a]"
